%time,field.data
1569683677260394681,5.008644308
1569683677260586798,5.010134942
1569683677260594080,5.128208658
1569683677260729905,5.118906739
1569683677260736665,4.945332063
1569683677261191012,4.937490237
1569683677261202172,2.931864105
1569683677261295027,2.783268532
1569683677261302369,0.126964055
1569683677261392223,0.131712283
1569683677261399947,-1.186182798
1569683677261514939,-1.185339985
1569683677261521201,-2.659251585
1569683677261710610,-2.673855138
1569683677261716455,-3.718039563
1569683677261865624,-3.688247108
1569683677261871251,-3.242767977
1569683677262017207,-3.206198807
1569683677262027863,-3.05759681
1569683677262216356,-3.057083636
1569683677262221988,-2.500801208
1569683677262415425,-2.504194891
1569683677262426707,-0.97457692
1569683677262519364,-0.788996744
1569683677262525906,2.544757426
1569683677262633009,2.592269099
1569683677262638706,4.031276759
1569683677262785744,4.031261064
1569683677262791584,4.413773269
1569683677263010341,4.428539608
1569683677263019950,4.329493824
1569683677263158759,4.338000895
1569683677263165552,4.178767313
1569683677263334623,4.138981792
1569683677263343033,2.530121513
1569683677263453163,2.376804771
1569683677263468423,0.666874906
1569683677263573730,0.52501621
1569683677263592550,-0.52021701
1569683677263702505,-0.494337144
1569683677263717765,-2.28686537
1569683677263848208,-2.30625653
1569683677263854228,-3.253940873
1569683677263964464,-3.295606867
1569683677263979427,-2.8853543
1569683677264084864,-2.872228167
1569683677264091418,-2.396064968
1569683677264293157,-2.377122161
1569683677264299955,-2.066374166
1569683677264642580,-2.048511063
1569683677264649288,-1.34436812
1569683677264808961,-1.323644243
1569683677264828899,-0.800686673
1569683677265055708,-0.79241303
1569683677265076901,-0.825289983
1569683677265179848,-0.910469323
1569683677265185865,-1.572292885
1569683677265319058,-1.530618726
1569683677265332046,-0.702189548
1569683677265549201,-0.626821382
1569683677265556112,1.084340777
1569683677265697223,1.127421326
1569683677265705784,1.573566993
1569683677265826835,1.568016353
1569683677265832939,1.448617203
1569683677265950449,1.441290137
1569683677265963635,1.24841076
1569683677266087041,1.230339005
1569683677266093301,0.913167222
1569683677266480564,0.882820821
1569683677266488673,-0.042678739
1569683677266607804,-0.038500553
1569683677266624115,-1.172389117
1569683677266799401,-1.213830621
1569683677266804838,-3.308580173
1569683677266931082,-3.427245554
1569683677266945574,2.523577829
1569683677267219393,2.424446747
1569683677267227821,-3.533453571
1569683677267331857,-3.57122617
1569683677267348392,-4.047798822
1569683677267835317,-3.951711346
1569683677267844487,-0.480758655
1569683677267972862,-0.51394595
1569683677267978087,-0.83096183
1569683677268104060,-0.908068419
1569683677268109387,-1.78731303
1569683677268225741,-1.801986102
1569683677268232039,-2.091583718
1569683677268348588,-2.09350255
1569683677268361975,-2.179396606
1569683677268575173,-2.191692117
1569683677268579888,-2.29931821
1569683677268695022,-2.253281846
1569683677268703587,-0.956776088
1569683677268919367,-0.787473043
1569683677268925811,2.185942193
1569683677269064928,2.334808436
1569683677269073718,2.980872323
1569683677269197550,2.972684612
1569683677269203737,2.486960209
1569683677269322217,2.510717534
1569683677269329059,2.388428821
1569683677269472209,2.369465409
1569683677269484828,2.439184985
1569683677269649820,2.464895218
1569683677269662826,1.661883644
1569683677269799379,1.664305767
1569683677269812142,-1.245925988
1569683677269996293,-1.261997045
1569683677270007704,-3.863842414
1569683677270421216,-3.941776573
1569683677270433258,-4.1273987
1569683677270571711,-4.1162
1569683677270585548,-3.518948985
1569683677270734078,-3.446496858
1569683677270744337,-1.53764093
1569683677271452865,-1.473325671
1569683677271465562,4.431821428
1569683677271648325,4.401980779
1569683677271661248,2.618076193
1569683677271807631,2.632325677
1569683677271811563,1.468730557
1569683677271930971,1.37135478
1569683677271941704,0.222370848
1569683677272042425,0.225905796
1569683677272049112,0.101069094
1569683677272201178,0.103197035
1569683677272208782,-0.917559364
1569683677272326842,-1.037602193
1569683677272336432,-2.002140082
1569683677272610853,-2.064020901
1569683677272618638,-2.648504173
1569683677272916527,-2.628278226
1569683677272921097,-2.680315969
1569683677273047855,-2.638328842
1569683677273056308,-2.281414958
1569683677273210859,-2.23954492
1569683677273222584,-1.359619673
1569683677273414752,-1.340727795
1569683677273420640,1.332065578
1569683677273630496,1.385073512
1569683677273649626,2.88551669
1569683677274236547,2.884299709
1569683677274241254,2.648723303
1569683677274464173,2.654806857
1569683677274481568,-0.153166902
1569683677274649298,-0.151018062
1569683677274661764,4.987300789
1569683677275072835,5.171356024
1569683677275090172,3.574154322
1569683677275320002,3.505606852
1569683677275331115,-1.035585589
1569683677275594839,-1.047396975
1569683677275600260,0.990313713
1569683677275904142,1.047981983
1569683677275917061,0.779645018
1569683677276132986,0.777380371
1569683677276143796,0.972396482
1569683677276229240,0.994727416
1569683677276240839,1.21163998
1569683677276393976,1.210903351
1569683677276407500,1.204374151
1569683677277036879,1.201832189
1569683677277046171,-1.062050478
1569683677277269820,-1.235859955
1569683677277276071,-2.671552619
1569683677277395936,-2.670800621
1569683677277402659,-2.046354817
1569683677277554915,-2.036982053
1569683677277572592,-0.794963169
1569683677277669188,-0.642012102
1569683677277676490,0.010246356
1569683677277959382,0.052966719
1569683677277965259,2.84803096
1569683677278180831,2.851454248
1569683677278188259,3.162390678
1569683677278417131,3.152818432
1569683677278425262,2.771254284
1569683677278776451,2.769142278
1569683677278784402,1.994134129
1569683677278949106,1.991946052
1569683677278956267,-0.956801239
1569683677279202583,-1.063302154
1569683677279215100,-2.488507803
1569683677279561865,-2.575334943
1569683677279568435,-4.126225714
1569683677279796200,-4.128459345
1569683677279802609,-3.992080018
1569683677280087007,-4.001151394
1569683677280094508,-1.834924093
1569683677280285357,-1.654232581
1569683677280297933,3.135565226
1569683677280415749,3.226038568
1569683677280422383,3.614484274
1569683677280659533,3.589240694
1569683677280691237,2.908039045
1569683677280986998,2.872436446
1569683677280994004,1.787751769
1569683677281261257,1.778819977
1569683677281267500,0.671283862
1569683677281651392,0.66927445
1569683677281665741,-0.211370307
1569683677281925785,-0.201253666
1569683677281931991,-0.793604383
1569683677282164086,-0.859869183
1569683677282168697,-1.877198184
1569683677282370927,-1.879161934
1569683677282376116,-1.739737169
1569683677282596042,-1.738888568
1569683677282600414,0.28085284
1569683677282808749,0.400586252
1569683677282814997,2.857182934
1569683677283047041,2.856627269
1569683677283052875,2.574795776
1569683677283262418,2.569235955
1569683677283268201,2.003236004
1569683677283507536,2.003234203
1569683677283513900,0.470838335
1569683677283814586,0.462188667
1569683677283821445,-1.395574465
1569683677284053200,-1.400289506
1569683677284059423,-1.979347916
1569683677284334654,-1.973632986
1569683677284353059,-1.080225326
1569683677284629002,-0.954001065
1569683677284637383,3.025300713
1569683677284934441,3.030635607
1569683677284956056,3.652579401
1569683677285388883,3.665268087
1569683677285408192,2.457989476
1569683677285719178,2.384505141
1569683677285726087,-1.78120158
1569683677285967246,-1.839852006
1569683677285972658,-2.041731935
1569683677286170257,-2.044541537
1569683677286176242,-0.004105248
1569683677286462308,0.029574685
1569683677286472223,1.906125804
1569683677286695153,1.898914434
1569683677286702171,1.465879475
1569683677286962701,1.451827159
1569683677286967614,0.676480011
1569683677287109207,0.583768018
1569683677287114557,-1.166324772
1569683677287363668,-1.234890219
1569683677287369766,-1.541547147
1569683677287587276,-1.523824444
1569683677287598230,0.04397507
1569683677287820599,0.144276585
1569683677287832850,1.650099148
1569683677288048454,1.603383057
1569683677288054868,1.092284415
1569683677288222681,1.092809617
1569683677288229642,0.708763563
1569683677288537309,0.706246488
1569683677288549502,-0.578596548
1569683677288825274,-0.624341646
1569683677288836664,-0.647454843
1569683677288962301,-0.647562534
1569683677288968930,0.212749441
1569683677289260982,0.221255155
1569683677289272977,1.969357694
1569683677289466717,2.065228466
1569683677289474865,2.701582053
1569683677289668569,2.707015405
1569683677289675844,1.346388958
1569683677289976756,1.332370242
1569683677289982779,-2.081293218
1569683677290212140,-2.079026528
1569683677290215426,-5.242051804
1569683677290454683,-5.316545693
1569683677290460921,-5.349307687
1569683677290762208,-5.353415917
1569683677290767560,-3.561301227
1569683677291009364,-3.515013651
1569683677291015406,2.048220132
1569683677291249657,2.20817676
1569683677291256984,5.487621704
1569683677291864905,5.551545121
1569683677291872023,3.514682704
1569683677292123522,3.479855725
1569683677292130417,0.211477455
1569683677292659899,0.095924389
1569683677292688918,-5.565757219
1569683677292943453,-5.580720666
1569683677292953944,-4.94911107
1569683677293199111,-4.952676497
1569683677293206870,-3.695859537
1569683677293533623,-3.700806355
1569683677293542487,1.718402744
1569683677293752446,1.737518725
1569683677293760483,6.110281761
1569683677293942937,6.115573794
1569683677293949833,6.544320553
1569683677294100447,6.523679511
1569683677294108694,6.106589097
1569683677294691353,6.052217265
1569683677294700982,1.756558057
1569683677294837895,1.659439884
1569683677294842267,-1.935022704
1569683677295087187,-1.923194872
1569683677295098801,-3.886957595
1569683677295243724,-4.159993567
1569683677295250244,-6.558151786
1569683677295531058,-6.619917396
1569683677295542383,-6.419994141
1569683677295697391,-6.374473419
1569683677295706125,-5.657483277
1569683677295878155,-5.639623802
1569683677295893547,-5.1711184
1569683677296058990,-5.129165784
1569683677296065794,-3.608014425
1569683677296239751,-3.540682069
1569683677296246467,0.715993442
1569683677296390275,0.842026832
1569683677296397418,3.678839581
1569683677296589900,3.687163107
1569683677296595943,6.376696701
1569683677296866190,6.372556813
1569683677296880587,6.62719379
1569683677297117356,6.590098865
1569683677297131785,5.433231557
1569683677297266949,5.412940936
1569683677297276214,4.17339314
1569683677297438619,4.172897202
1569683677297444965,3.167583903
1569683677297560699,3.099861239
1569683677297573271,1.491268441
1569683677297684947,1.3563194
1569683677297698060,-0.590589408
1569683677297811655,-0.615113411
1569683677297824558,-2.523124132
1569683677297984517,-2.544613315
1569683677297990470,-4.645057317
1569683677298113245,-4.645057317
1569683677298119710,-6.646783453
1569683677298257134,-6.698589415
1569683677298265418,-6.064311323
1569683677298473064,-6.046045767
1569683677298479620,-5.365269238
1569683677298604807,-5.346237109
1569683677298617646,-4.753796363
1569683677298919123,-4.748134339
1569683677298925302,-3.392622543
1569683677299030788,-3.330943011
1569683677299038047,-1.795931496
1569683677299201121,-1.781800325
1569683677299207136,0.858385476
1569683677299578458,0.904584783
1569683677299588734,5.780315748
1569683677299916589,6.024471388
1569683677299924219,6.472505116
1569683677300154943,6.460971304
1569683677300164759,4.142999242
1569683677300400769,4.140296241
1569683677300407320,0.413662979
1569683677300704956,0.382908659
1569683677300713667,-5.448582492
1569683677301136552,-5.648321947
1569683677301142839,-6.572059071
1569683677301440629,-6.573056542
1569683677301464579,-3.146802288
1569683677301593737,-3.036208268
1569683677301613810,2.668139171
1569683677301705047,2.869710881
1569683677301712220,4.864871092
1569683677301817667,4.886738514
1569683677301823669,6.647331389
1569683677301951922,6.73738531
1569683677301958598,8.270902444
1569683677302122553,8.226197661
1569683677302130704,8.447110068
1569683677302333908,8.372937548
1569683677302341597,6.469454088
1569683677302494060,6.393772747
1569683677302500607,5.112314224
1569683677302607896,5.092174107
1569683677302622969,3.84499258
1569683677302706875,3.756395304
1569683677302729481,3.475276898
1569683677302841174,3.487098781
1569683677302847518,2.903183044
1569683677303500651,2.851808613
1569683677303507126,-0.614073677
1569683677303734201,-0.616688164
1569683677303742642,-6.411732249
1569683677303842019,-6.562657928
1569683677303850337,-7.41875532
1569683677304058826,-7.303926459
1569683677304066549,-4.512584787
1569683677304178969,-4.364643639
1569683677304185350,-2.27254801
1569683677304345583,-2.171473401
1569683677304357900,-0.149065902
1569683677304524729,-0.10813608
1569683677304531002,1.027907479
1569683677304656324,1.06023746
1569683677304700193,1.991848196
1569683677304836232,2.028277012
1569683677304843747,2.796958277
1569683677304941732,2.797723735
1569683677304957219,2.681412146
1569683677305066986,2.675098257
1569683677305073231,1.829226736
1569683677305175643,1.819310293
1569683677305187051,1.032052504
1569683677305327957,0.983940952
1569683677305344083,0.432978643
1569683677305510354,0.410209363
1569683677305516042,-0.05532513
1569683677305637382,-0.087131167
1569683677305646853,-0.630111151
1569683677305754475,-0.693139896
1569683677305761830,-1.596641762
1569683677305895039,-1.685875733
1569683677305902509,-2.200565141
1569683677306526994,-2.213247952
1569683677306539380,-2.645546017
1569683677306664251,-2.651635946
1569683677306670724,-2.639121049
1569683677306755174,-2.635632459
1569683677306760893,-2.580458956
1569683677307311217,-2.571938922
1569683677307316713,-2.344649147
1569683677307418130,-2.346565357
1569683677307424018,-1.641364188
1569683677307892880,-1.546335082
1569683677307899277,2.628994385
1569683677308019990,2.650679036
1569683677308026615,5.708991257
1569683677308121697,5.695059262
1569683677308126469,6.160769871
1569683677308271899,6.196068376
1569683677308278589,5.794568836
1569683677308868885,5.758895035
1569683677308877056,2.329099811
1569683677308982416,2.330012915
1569683677308988150,0.844019772
1569683677309584529,0.788897319
1569683677309602654,0.647381178
1569683677309670546,0.64777379
1569683677309685898,0.182557349
1569683677309830616,0.183691517
1569683677309846756,-1.411581983
1569683677310025765,-1.600264039
1569683677310035346,-5.482046939
1569683677310207966,-5.508736442
1569683677310221698,-7.687467115
1569683677310382920,-7.675123157
1569683677310388824,-6.220181999
1569683677310542482,-6.174441384
1569683677310548108,-5.503198071
1569683677310663887,-5.504382128
1569683677310670225,-4.014268975
1569683677310785849,-3.843761412
1569683677310792757,-0.071695493
1569683677310887979,0.016000938
1569683677310891875,1.819845263
1569683677310988746,1.881850603
1569683677310998048,3.303068037
1569683677311112635,3.320832913
1569683677311119087,4.611977047
1569683677311236628,4.754143378
1569683677311243139,6.426414133
1569683677311379115,6.428195333
1569683677311387814,6.480166704
1569683677311583712,6.455245024
1569683677311591467,5.614913617
1569683677311798189,5.586144989
1569683677311805519,4.344106926
1569683677312002645,4.248192975
1569683677312013909,1.798821635
1569683677312171317,1.666891766
1569683677312179250,-2.294355339
1569683677312341247,-2.307661874
1569683677312351788,-6.969392611
1569683677312457849,-6.985713947
1569683677312465287,-6.945811086
1569683677312664351,-6.917475231
1569683677312701718,-4.966549624
1569683677312839664,-4.881628268
1569683677312845591,-3.876703948
1569683677313016295,-3.899991217
1569683677313019884,-2.608717836
1569683677313224120,-2.552433176
1569683677313230653,0.04794255
1569683677313791349,0.089702397
1569683677313798697,6.956675006
1569683677314030098,6.998723821
1569683677314035534,5.204122768
1569683677314317235,5.205256092
1569683677314335019,4.211758992
1569683677314514354,3.979000873
1569683677314517350,2.250511457
1569683677314665659,2.110460306
1569683677314686168,-0.466208552
1569683677314855931,-0.481628217
1569683677314869981,-4.468521645
1569683677314988212,-4.685892806
1569683677315005664,-7.707423902
1569683677315146058,-7.708440212
1569683677315153096,-8.079453055
1569683677315314632,-8.064886365
1569683677315321322,-7.530646398
1569683677315446873,-7.498225396
1569683677315467624,-6.921705469
1569683677315572723,-6.918069071
1569683677315578057,-6.361621608
1569683677315853170,-6.264666903
1569683677315871316,-2.263998686
1569683677316188200,-1.988468279
1569683677316196152,4.086584914
1569683677316361612,4.270920715
1569683677316378176,5.950149519
1569683677316618548,5.953623405
1569683677316624634,5.362370858
1569683677316813341,5.325672078
1569683677316834237,4.277839531
1569683677316962307,4.252167901
1569683677316968781,3.310909376
1569683677317170388,3.242020534
1569683677317177731,1.616221376
1569683677317405345,1.489524715
1569683677317417023,0.241310283
1569683677317594556,0.210076368
1569683677317601649,-1.213732428
1569683677318060157,-1.216658015
1569683677318067632,-7.21403033
1569683677318343386,-7.24732519
1569683677318349662,-5.489722956
1569683677318716520,-5.481343617
1569683677318720683,4.472389591
1569683677318952436,4.490223511
1569683677318960329,4.177662604
1569683677319155685,4.140870433
1569683677319160858,2.894648703
1569683677319310639,2.827003448
1569683677319323538,1.685365533
1569683677319427513,1.691809196
1569683677319435222,1.468607531
1569683677319684565,1.516587189
1569683677319690094,0.151309352
1569683677319860005,0.119953643
1569683677319870899,-4.934329744
1569683677320001883,-4.967440765
1569683677320009565,-5.673722235
1569683677320110566,-5.623428944
1569683677320117704,-4.989872381
1569683677320268631,-4.978820099
1569683677320276064,-4.844944124
1569683677320551903,-4.839594922
1569683677320560097,-4.669918452
1569683677321003547,-4.669674381
1569683677321013148,6.108697117
1569683677321217366,6.387629417
1569683677321226906,8.115715906
1569683677321471270,8.129235482
1569683677321477280,7.248401471
1569683677321736742,7.193965773
1569683677321742883,5.491028342
1569683677321891362,5.417237505
1569683677321899965,2.606252541
1569683677322130044,2.371368616
1569683677322136256,-0.975777051
1569683677322359133,-1.168182017
1569683677322367054,-3.5668667
1569683677322582220,-3.572386337
1569683677322591230,-2.696640358
1569683677322809939,-2.674403348
1569683677322820254,-1.69541158
1569683677323069097,-1.642948597
1569683677323074441,1.864881277
1569683677323289908,2.155546689
1569683677323295389,6.832443792
1569683677323515252,6.840164954
1569683677323520976,7.653205835
1569683677323847337,7.641006413
1569683677323851528,4.722977231
1569683677324097604,4.707836263
1569683677324105323,-1.041169492
1569683677324349015,-1.253696587
1569683677324354792,-4.458960469
1569683677324632135,-4.352934751
1569683677324638677,-3.868512078
1569683677324979864,-3.874439235
1569683677324990019,-2.456478974
1569683677325312833,-2.457042916
1569683677325319694,3.455782968
1569683677325681952,3.56889017
1569683677325698783,7.47277918
1569683677326088476,7.469148142
1569683677326097947,6.348597577
1569683677326378615,6.303163043
1569683677326388557,2.297718285
1569683677326633985,2.127387286
1569683677326643507,-1.559193185
1569683677326787934,-1.536487876
1569683677326796118,-5.179129672
1569683677326966181,-5.183749019
1569683677326975636,-5.740432965
1569683677327167607,-5.740409019
1569683677327177016,-5.112842402
1569683677327370659,-5.098098049
1569683677327387757,-4.111773288
1569683677327508658,-4.110596661
1569683677327522944,-1.643050256
1569683677327854938,-1.442627189
1569683677327861917,3.112869885
1569683677328405751,3.101038681
1569683677328412382,2.626448569
1569683677328562763,2.585480384
1569683677328574249,0.262966298
1569683677328718332,0.269985915
1569683677328725277,-1.280276735
1569683677328919133,-1.433379332
1569683677328924879,-3.989561693
1569683677329094957,-4.105459187
1569683677329101198,-4.595744508
1569683677329266971,-4.589488111
1569683677329277952,-4.447094544
1569683677329426437,-4.435558012
1569683677329434290,-3.460617667
1569683677329550355,-3.338342202
1569683677329556553,1.853604008
1569683677329700818,2.081072678
1569683677329715725,4.176743974
1569683677329905501,4.292009046
1569683677329925910,3.720464418
1569683677330071043,3.647454807
1569683677330077353,3.043435397
1569683677330172471,3.040722979
1569683677330179121,2.791566689
1569683677330302290,2.792526008
1569683677330309610,2.487094907
1569683677330439960,2.48743147
1569683677330446734,1.78142941
1569683677330540531,1.788504157
1569683677330547737,1.035094052
1569683677330670127,1.051737657
1569683677330676433,-0.335219545
1569683677330789147,-0.346499169
1569683677330802428,-1.801993015
1569683677330953890,-1.908752438
1569683677330959803,-2.588013153
1569683677331139357,-2.591030812
1569683677331154695,-2.070530781
1569683677331247451,-2.070530781
1569683677331254591,-0.497993978
1569683677331376791,-0.31943252
1569683677331383171,1.558754593
1569683677331485252,1.574427156
1569683677331489254,3.050779156
1569683677331594276,3.030883081
1569683677331600462,3.075266732
1569683677331749666,3.086236809
1569683677331758388,2.755611026
1569683677331906742,2.762338911
1569683677331912838,2.877952953
1569683677332058313,2.885569934
1569683677332065683,2.831574925
1569683677332113937,2.830410806
1569683677332117664,2.587167082
1569683677332265595,2.587326805
1569683677332273466,1.972964999
1569683677332563047,1.986174844
1569683677332573890,0.596195732
1569683677332743786,0.446908312
1569683677332756785,-2.642045977
1569683677332925111,-2.821056704
1569683677332932112,-3.959471044
1569683677333162889,-3.946895151
1569683677333171764,-3.87813274
1569683677333327354,-3.878413748
1569683677333336418,-3.074067133
1569683677333605779,-3.033734943
1569683677333614773,3.261245733
1569683677333686447,3.411367661
1569683677333688910,3.139974555
1569683677333894695,3.040219567
1569683677333909988,2.02332409
1569683677334025799,2.017007523
1569683677334032579,2.616017108
1569683677334339644,2.574267717
1569683677334346385,1.836758871
1569683677334501687,1.853769826
1569683677334508449,0.252478032
1569683677334587383,0.233456383
1569683677334599862,-1.332309177
1569683677334643944,-1.366009098
1569683677334648469,-2.652846325
1569683677334765449,-2.665112561
1569683677334769875,-3.220617471
1569683677334901470,-3.203398308
1569683677334908599,-3.233849342
1569683677335042879,-3.246962376
1569683677335049750,-3.200985862
1569683677335207785,-3.201080141
1569683677335222194,-0.631793608
1569683677335435949,-0.524836545
1569683677335450389,3.277433259
1569683677335660807,3.376461042
1569683677335667006,2.633830303
1569683677335803963,2.575215538
1569683677335820268,2.648329592
1569683677335910483,2.676751808
1569683677335917038,2.772909619
1569683677336050428,2.745002388
1569683677336056889,2.267756107
1569683677336150223,2.266816571
1569683677336164484,1.75457647
1569683677336314552,1.765788088
1569683677336323879,1.116748538
1569683677336509606,0.98414862
1569683677336515848,-1.177957148
1569683677336638077,-1.34846255
1569683677336657034,-3.096280726
1569683677336823648,-3.091625749
1569683677336830391,-3.346419755
1569683677336966424,-3.337372147
1569683677336971186,-3.302566514
1569683677337092492,-3.303404292
1569683677337096482,-2.198265536
1569683677337311937,-2.153279167
1569683677337315959,1.943692656
1569683677337458491,2.202000023
1569683677337469279,5.373421987
1569683677337775380,5.390669028
1569683677337785329,6.326120293
1569683677337974633,6.322038309
1569683677337987178,5.465576705
1569683677338323093,5.453894438
1569683677338327223,4.594626362
1569683677338502421,4.594626362
1569683677338518941,1.700371724
1569683677338602020,1.493843471
1569683677338607488,-0.499941377
1569683677338863114,-0.598865991
1569683677338874021,-2.004949376
1569683677339017480,-2.008441217
1569683677339029090,-2.092025461
1569683677339132889,-2.110199341
1569683677339143952,-2.149632792
1569683677339266955,-2.165481032
1569683677339276422,-1.554696512
1569683677339405322,-1.554327687
1569683677339414665,-0.595071289
1569683677339811253,-0.55674413
1569683677339822325,4.202992713
1569683677339951498,4.200180069
1569683677339962645,4.43536448
1569683677340098501,4.436728553
1569683677340108611,4.267086786
1569683677340527381,4.249260473
1569683677340537284,1.888599719
1569683677340717865,1.70169181
1569683677340722006,0.047288163
1569683677340904915,0.050336791
1569683677340917055,-2.741874528
1569683677341174475,-2.809399799
1569683677341179042,-5.113978164
1569683677341263242,-5.080575492
1569683677341276488,-3.714330919
1569683677341406020,-3.636254633
1569683677341415709,-3.57160191
1569683677341583792,-3.573321859
1569683677341595106,-3.291849891
1569683677341843723,-3.252312481
1569683677341855393,-2.512692288
1569683677342252908,-2.46047945
1569683677342258828,3.540526363
1569683677342342986,3.677324794
1569683677342368819,4.661731521
1569683677342496218,4.656818208
1569683677342533166,4.646764024
1569683677342677185,4.674703973
1569683677342689576,4.334152464
1569683677342824471,4.330490113
1569683677342836409,3.662691304
1569683677342963080,3.640667888
1569683677342974925,1.966822156
1569683677343096519,1.971108812
1569683677343106859,0.896957889
1569683677343277665,0.947025382
1569683677343282540,-1.563713429
1569683677343800032,-1.611443231
1569683677343812387,-3.802175199
1569683677344032652,-3.801424195
1569683677344046072,-2.726761281
1569683677344179879,-2.685847254
1569683677344192716,-1.933440843
1569683677344326690,-1.876972568
1569683677344338518,-1.001330963
1569683677344790854,-0.863070163
1569683677344806611,4.591568803
1569683677344944669,4.66024194
1569683677344959760,5.139798078
1569683677345395083,5.150839882
1569683677345405588,4.799400571
1569683677345690990,4.757980994
1569683677345696616,1.003475112
1569683677345802583,1.008579934
1569683677345809509,-1.948464886
1569683677345938344,-1.966493549
1569683677345950556,-3.521826283
1569683677346116754,-3.593698669
1569683677346133885,-3.480979485
1569683677346284852,-3.48190014
1569683677346300726,-3.121286711
1569683677346469618,-3.103244693
1569683677346477418,-2.82267973
1569683677346705850,-2.78185718
1569683677346726846,-1.89465489
1569683677346815543,-1.821196659
1569683677346823459,1.303951187
1569683677347372005,1.364515433
1569683677347386859,4.428239429
1569683677347537575,4.442986641
1569683677347545319,4.138981792
1569683677348050703,4.134200549
1569683677348065255,0.666874906
1569683677348212665,0.52501621
1569683677348225591,-2.444857815
1569683677348582628,-2.462138136
1569683677348596329,-2.613796516
1569683677348770695,-2.604309941
1569683677348782950,-2.123459905
1569683677348893866,-2.102087432
1569683677348898501,-1.735236997
1569683677349019209,-1.71300685
1569683677349027488,-1.431125152
1569683677349192538,-1.416930707
1569683677349198916,-1.066860463
1569683677349363091,-1.056423588
1569683677349391176,-0.683944147
1569683677349579151,-0.676840626
1569683677349591426,-1.493225754
1569683677349821650,-1.569839048
1569683677349825407,-0.316523551
1569683677349953029,-0.28520135
1569683677349959597,1.23032835
1569683677350092733,1.285942295
1569683677350097354,1.575773591
1569683677350231401,1.570692892
1569683677350239452,1.448617203
1569683677350372299,1.441290137
1569683677350383339,1.199502104
1569683677350665070,1.181582727
1569683677350670852,0.636041783
1569683677350829396,0.598986654
1569683677350835474,-0.092449699
1569683677351154740,-0.146551727
1569683677351160461,-3.253108279
1569683677351323585,-3.308580173
1569683677351334386,0.031506747
1569683677351576200,-0.069491013
1569683677351583991,-4.323304662
1569683677351878541,-4.280550314
1569683677351885357,-1.243797878
1569683677352184043,-1.220954779
1569683677352190597,-0.908068419
1569683677352380256,-0.904666825
1569683677352389178,-2.088301066
1569683677352658596,-2.091583718
1569683677352665589,-2.333916473
1569683677352859161,-2.296170568
1569683677352868070,1.509644544
1569683677353068969,1.696237405
1569683677353073357,3.159401507
1569683677353304786,3.158701835
1569683677353310992,2.462417389
1569683677353891086,2.413864412
1569683677353897907,1.207110403
1569683677354140594,1.07815133
1569683677354146062,-4.090823002
1569683677354291952,-4.091986788
1569683677354299573,-4.498601184
1569683677354431070,-4.479946096
1569683677354443355,-4.091796265
1569683677354664065,-4.073099706
1569683677354670454,-3.810231968
1569683677354851333,-3.807115158
1569683677354860747,-2.6076692
1569683677354991015,-2.478272993
1569683677354997424,2.704741027
1569683677355174442,2.917478986
1569683677355183346,4.573745321
1569683677355326830,4.596137014
1569683677355339430,4.401980779
1569683677355526942,4.406407904
1569683677355532761,3.819669635
1569683677355648770,3.828964737
1569683677355656226,3.198380161
1569683677355797721,3.133714266
1569683677355803689,2.742202619
1569683677356292422,2.757093506
1569683677356316056,0.781534294
1569683677356582635,0.671989358
1569683677356608896,-1.953160994
1569683677356762596,-2.023677527
1569683677356770100,-2.536778646
1569683677356930677,-2.519530235
1569683677356940189,-2.70567177
1569683677357179225,-2.735775428
1569683677357186163,-2.573577386
1569683677357470719,-2.573149798
1569683677357481481,-2.051781703
1569683677358006358,-2.047547677
1569683677358014743,2.221143798
1569683677358501712,2.311996724
1569683677358515315,2.676646737
1569683677358861246,2.681380286
1569683677358870759,2.226967864
1569683677359055635,2.226967864
1569683677359068888,0.432856863
1569683677359228624,0.410881657
1569683677359242357,3.668701461
1569683677359432924,3.894836451
1569683677359447423,5.813330146
1569683677359601118,5.738805577
1569683677359617193,2.53299604
1569683677359734337,2.427788375
1569683677359746585,0.319408017
1569683677359844160,0.222712505
1569683677359862235,-1.076110697
1569683677360662935,-1.109484933
1569683677360714879,0.697280515
1569683677360962543,0.689450976
1569683677360975125,-0.638912923
